xn	ん
xa	ぁ
xi	ぃ
xu	ぅ
xe	ぇ
xo	ぉ

xyi	ぃ
xye	ぇ

xka	ヵ
xke	ヶ

xtu	っ
xtsu	っ

xya	ゃ
xyu	ゅ
xyo	ょ

xwa	ゎ

xn	ん
